permno,permco,date,prc,shrout,market_equity,ticker,comnam,shrcd,exchcd,ncusip,rank
78877,11937,2010-12-31,25.91,653915.0,16942937.65,CHK,CHESAPEAKE ENERGY CORP,11,1,16516710,167
24942,21492,2010-12-31,46.34,364543.0,16892922.62,RTN,RAYTHEON CO,11,1,75511150,168
10138,8087,2010-12-31,64.54,258760.0,16700370.400000002,TROW,T ROWE PRICE GROUP INC,11,3,74144T10,169
75489,10171,2010-12-31,22.77,723195.0,16467150.15,SPLS,STAPLES INC,11,3,85503010,170
88661,40143,2010-12-31,55.31,296381.0,16392833.110000001,COH,COACH INC,11,1,18975410,171
91650,51539,2010-12-31,24.99,648222.0,16199067.78,SE,SPECTRA ENERGY CORP,11,1,84756010,172
26710,21111,2010-12-31,38.91,416215.0,16194925.649999999,L,LOEWS CORP,11,1,54042410,173
76841,11112,2010-12-31,67.05,240912.0,16153149.6,BIIB,BIOGEN IDEC INC,11,3,09062X10,174
23712,21458,2010-12-31,31.81,505934.0,16093760.54,PEG,PUBLIC SERVICE ENTERPRISE GP INC,11,1,74457310,175
27983,21945,2010-12-31,11.52,1387197.0,15980509.44,XRX,XEROX CORP,11,1,98412110,176
77606,29494,2010-12-31,54.34,292388.0,15888363.920000002,KSS,KOHLS CORP,11,1,50025510,177
23077,20900,2010-12-31,49.46,320747.0,15864146.620000001,HNZ,HEINZ H J CO,11,1,42307410,178
24643,20060,2010-12-31,15.39,1021442.0,15719992.38,AA,ALCOA INC,11,1,01381710,179
75510,8476,2010-12-31,30.78,501897.0,15448389.66,ADBE,ADOBE SYSTEMS INC,11,3,00724F10,180
78975,12011,2010-12-31,49.3,310611.0,15313122.299999999,INTU,INTUIT INC,11,3,46120210,181
61735,20203,2010-12-31,46.01,329915.0,15179389.149999999,AON,AON CORP,11,1,03738910,182
85913,30005,2010-12-31,41.54,364245.0,15130737.299999999,MAR,MARRIOTT INTERNATIONAL INC NEW,11,1,57190320,183
61815,3219,2010-12-31,86.08,175095.0,15072177.6,NBL,NOBLE ENERGY INC,11,1,65504410,184
45751,21158,2010-12-31,27.34,543451.0,14857950.34,MMC,MARSH & MCLENNAN COS INC,11,1,57174810,185
68144,21691,2010-12-31,29.51,499959.0,14753790.09,STI,SUNTRUST BANKS INC,11,1,86791410,186
79678,12499,2010-12-31,12.44,1183320.0,14720500.799999999,ATVI,ACTIVISION BLIZZARD INC,11,3,00507V10,187
68591,4278,2010-12-31,42.75,342540.0,14643585.0,STJ,ST JUDE MEDICAL INC,11,1,79084910,188
89565,43613,2010-12-31,20.81,695234.0,14467819.54,CMCSK,COMCAST CORP NEW,11,3,20030N20,189
38156,21923,2010-12-31,24.72,584775.0,14455638.0,WMB,WILLIAMS COS,11,1,96945710,190
11404,20499,2010-12-31,49.57,290536.0,14401869.52,ED,CONSOLIDATED EDISON INC,11,1,20911510,191
87432,36364,2010-12-31,41.43,347604.0,14401233.72,A,AGILENT TECHNOLOGIES INC,11,1,00846U10,192
28345,21236,2010-12-31,74.55,192367.0,14340959.85,MUR,MURPHY OIL CORP,11,1,62671710,193
90880,47422,2010-12-31,57.55,247962.0,14270213.1,AMP,AMERIPRISE FINANCIAL INC,11,1,03076C10,194
16678,21068,2010-12-31,22.36,635950.0,14219842.0,KR,KROGER CO,11,1,50104410,195
60599,20421,2010-12-31,46.17,303247.0,14000913.99,CTL,CENTURYLINK INC,11,1,15670010,196
41355,21367,2010-12-31,86.3,161332.0,13922951.6,PH,PARKER HANNIFIN CORP,11,1,70109410,197
34817,21308,2010-12-31,43.82,315729.0,13835244.78,NUE,NUCOR CORP,11,1,67034610,198
30681,1367,2010-12-31,45.8,301239.0,13796746.2,OMC,OMNICOM GROUP INC,11,1,68191910,199
22509,21351,2010-12-31,84.07,163019.0,13705007.329999998,PPG,P P G INDUSTRIES INC,11,1,69350610,200
85914,7506,2010-12-31,34.29,397841.0,13641967.889999999,BBY,BEST BUY COMPANY INC,11,1,08651610,201
59010,1892,2010-12-31,22.14,614360.0,13601930.4,GPS,GAP INC,11,1,36476010,202
58246,3275,2010-12-31,55.41,242269.0,13424125.29,NTRS,NORTHERN TRUST CORP,11,3,66585910,203
21371,6262,2010-12-31,38.31,348960.0,13368657.600000001,CAH,CARDINAL HEALTH INC,11,1,14149Y10,204
85459,15758,2010-12-31,80.19,166048.0,13315389.12,CHRW,CH ROBINSON WORLDWIDE INC,11,3,12541W20,205
85032,15545,2010-12-31,7.61,1742716.0,13262068.76,Q,QWEST COMMUNICATIONS INTL INC,11,1,74912110,206
64390,3682,2010-12-31,19.87,663200.0,13177784.0,PGR,PROGRESSIVE CORP OH,11,1,74331510,207
90442,21287,2010-12-31,16.42,798521.0,13111714.820000002,NWS,NEWS CORP,11,3,65248E20,208
85269,32066,2010-12-31,23.12,566211.0,13090798.32,VLO,VALERO ENERGY CORP NEW,11,1,91913Y10,209
63765,4338,2010-12-31,37.43,346783.0,12980087.69,SWN,SOUTHWESTERN ENERGY CO,11,1,84546710,210
89533,43620,2010-12-31,103.84,124600.0,12938464.0,WYNN,WYNN RESORTS LTD,11,3,98313410,211
82686,14201,2010-12-31,68.41,187490.0,12826190.899999999,CTXS,CITRIX SYSTEMS INC,11,3,17737610,212
24010,21201,2010-12-31,70.83,180915.0,12814209.45,ETR,ENTERGY CORP NEW,11,1,29364G10,213
75607,10224,2010-12-31,16.74,763249.0,12776788.259999998,SYMC,SYMANTEC CORP,11,3,87150310,214
86339,16268,2010-12-31,43.83,290756.0,12743835.479999999,CCI,CROWN CASTLE INTERNATIONAL CORP,11,1,22822710,215
23114,20397,2010-12-31,43.48,292938.0,12736944.239999998,PGN,PROGRESS ENERGY INC,11,1,74326310,216
77659,11558,2010-12-31,49.15,259111.0,12735305.65,BBBY,BED BATH & BEYOND INC,11,3,07589610,217
92890,53121,2010-12-31,62.25,204576.0,12734856.0,MJN,MEAD JOHNSON NUTRITION CO,11,1,58283910,218
22517,21376,2010-12-31,26.32,483292.0,12720245.44,PPL,P P L CORP,11,1,69351T10,219
86136,34798,2010-12-31,52.48,240055.0,12598086.399999999,SRE,SEMPRA ENERGY,11,1,81685110,220
15720,21543,2010-12-31,38.6,325811.0,12576304.6,EIX,EDISON INTERNATIONAL,11,1,28102010,221
39087,21833,2010-12-31,4.23,2952045.0,12487150.350000001,S,SPRINT NEXTEL CORP,11,1,85206110,222
40416,20240,2010-12-31,29.06,429180.0,12471970.799999999,AVP,AVON PRODUCTS INC,11,1,05430310,223
25778,5220,2010-12-31,24.44,504092.0,12320008.48,CA,C A INC,11,3,12673P10,224
81857,13833,2010-12-31,50.73,242568.0,12305474.639999999,CAM,CAMERON INTERNATIONAL CORP,11,1,13342B10,225
17279,56249,2010-12-31,82.06,149610.0,12276996.6,LO,LORILLARD INC,11,1,54414710,226
88845,41072,2010-12-31,30.51,400100.0,12207051.0,AET,AETNA INC NEW,11,1,00817Y10,227
91461,51196,2010-12-31,18.57,655867.0,12179450.19,WU,WESTERN UNION CO,11,1,95980210,228
76226,21866,2010-12-31,19.05,631131.0,12023045.55,CBS,C B S CORP NEW,11,1,12485720,229
76605,29009,2010-12-31,272.59,43792.0,11937261.28,AZO,AUTOZONE INC,11,1,05333210,230
21573,20994,2010-12-31,27.24,437456.0,11916301.44,IP,INTERNATIONAL PAPER CO,11,1,46014610,231
88853,41080,2010-12-31,66.26,178792.0,11846757.920000002,FLR,FLUOR CORP NEW,11,1,34341210,232
82618,14105,2010-12-31,49.86,236502.0,11791989.72,SNDK,SANDISK CORP,11,3,80004C10,233
82775,31386,2010-12-31,26.49,444541.0,11775891.09,HIG,HARTFORD FINANCIAL SVCS GRP INC,11,1,41651510,234
70578,1467,2010-12-31,50.42,232135.0,11704246.700000001,ECL,ECOLAB INC,11,1,27886510,235
34746,1741,2010-12-31,14.68,796273.0,11689287.64,FITB,FIFTH THIRD BANCORP,11,3,31677310,236
25320,20384,2010-12-31,34.75,333544.0,11590654.0,CPB,CAMPBELL SOUP CO,11,1,13442910,237
91207,20935,2010-12-31,60.78,190650.0,11587707.0,HOT,STARWOOD HOTELS & REST WLDWD INC,11,1,85590A40,238
87717,7232,2010-12-31,54.6,212048.0,11577820.8,EXPD,EXPEDITORS INTERNATIONAL WA INC,11,3,30213010,239
77605,29489,2010-12-31,7.57,1520077.0,11506982.89,BSX,BOSTON SCIENTIFIC CORP,11,1,10113710,240
86228,34838,2010-12-31,29.86,384247.0,11473615.42,RSG,REPUBLIC SERVICES INC,11,1,76075910,241
75577,9735,2010-12-31,35.58,319494.0,11367596.52,ALTR,ALTERA CORP,11,3,02144110,242
23026,21326,2010-12-31,37.02,304835.0,11284991.700000001,FE,FIRSTENERGY CORP,11,1,33793210,243
60871,282,2010-12-31,37.67,298653.0,11250258.51,ADI,ANALOG DEVICES INC,11,1,03265410,244
22840,21566,2010-12-31,17.51,639266.0,11193547.66,SLE,SARA LEE CORP,11,1,80311110,245
61621,6333,2010-12-31,30.91,361671.0,11179250.61,PAYX,PAYCHEX INC,11,3,70432610,246
17478,21179,2010-12-31,36.41,307000.0,11177869.999999998,MHP,MCGRAW HILL COS INC,11,1,58064510,247
91611,51447,2010-12-31,130.14,85844.0,11171738.159999998,FSLR,FIRST SOLAR INC,11,3,33643310,248
43350,21664,2010-12-31,66.87,165922.0,11095204.14,SWK,STANLEY BLACK & DECKER INC,11,1,85450210,249
12140,20833,2010-12-31,88.07,125375.0,11041776.25,GR,GOODRICH CORP,11,1,38238810,250
86799,35026,2010-12-31,48.74,225845.0,11007685.3,CNX,CONSOL ENERGY INC,11,1,20854P10,251
25953,20596,2010-12-31,58.45,186790.0,10917875.5,DOV,DOVER CORP,11,1,26000310,252
84597,15370,2010-12-31,18.99,573635.0,10893328.649999999,AMTD,T D AMERITRADE HOLDING CORP,11,3,87236Y10,253
23931,21300,2010-12-31,23.55,460113.0,10835661.15,XEL,X C E L ENERGY INC,11,1,98389B10,254
77462,22856,2010-12-31,25.3,423477.0,10713968.1,M,MACYS INC,11,1,55616P10,255
89004,41678,2010-12-31,88.91,119711.0,10643505.01,FTI,F M C TECHNOLOGIES INC,11,1,30249U10,256
89070,41870,2010-12-31,53.68,197443.0,10598740.24,ZMH,ZIMMER HOLDINGS INC,11,1,98956P10,257
27422,20462,2010-12-31,78.01,135459.0,10567156.59,CLF,CLIFFS NATURAL RESOURCES INC,11,1,18683K10,258
86964,16561,2010-12-31,130.16,80732.0,10508077.12,FFIV,F 5 NETWORKS INC,11,3,31561610,259
93096,53264,2010-12-31,30.67,341102.0,10461598.34,DG,DOLLAR GENERAL CORP NEW,11,1,25667710,260
89195,42285,2010-12-31,32.56,320353.0,10430693.680000002,PFG,PRINCIPAL FINANCIAL GROUP INC,11,1,74251V10,261
35554,1689,2010-12-31,87.05,119378.0,10391854.9,MTB,M & T BANK CORP,11,1,55261F10,262
84381,31847,2010-12-31,71.71,142202.0,10197305.42,ROK,ROCKWELL AUTOMATION INC,11,1,77390310,263
92257,52705,2010-12-31,88.91,114396.0,10170948.36,VMW,VMWARE INC,11,1,92856340,264
86725,16425,2010-12-31,55.5,182251.0,10114930.5,LIFE,LIFE TECHNOLOGIES CORP,11,3,53217V10,265
92121,52396,2010-12-31,18.53,544682.0,10092957.46,DFS,DISCOVER FINANCIAL SERVICES,11,1,25470910,266
75241,21366,2010-12-31,86.82,116096.0,10079454.719999999,PXD,PIONEER NATURAL RESOURCES CO,11,1,72378710,267
88352,37727,2010-12-31,257.75,38900.0,10026475.0,ISRG,INTUITIVE SURGICAL INC,11,3,46120E60,268
91983,52253,2010-12-31,58.85,170042.0,10006971.700000001,CLR,CONTINENTAL RESOURCES INC,11,1,21201510,269
91926,20569,2010-12-31,12.6,788920.0,9940392.0,DAL,DELTA AIR LINES INC,11,1,24736170,270
64186,20357,2010-12-31,36.66,270920.0,9931927.2,CI,C I G N A CORP,11,1,12550910,271
56274,20495,2010-12-31,22.58,439720.0,9928877.6,CAG,CONAGRA INC,11,1,20588710,272
64282,2664,2010-12-31,30.73,322552.0,9912022.96,LTD,LIMITED BRANDS INC,11,1,53271610,273
58683,4181,2010-12-31,12.98,747096.0,9697306.08,LUV,SOUTHWEST AIRLINES CO,11,1,84474110,274
77481,22983,2010-12-31,13.76,704143.0,9689007.68,EP,EL PASO CORP,11,1,28336L10,275
23887,925,2010-12-31,9.73,993855.0,9670209.15,FTR,FRONTIER COMMUNICATIONS CORP,11,1,35906A10,276
79915,30044,2010-12-31,72.11,133876.0,9653798.36,NFX,NEWFIELD EXPLORATION CO,11,1,65129010,277
90829,47183,2010-12-31,135.14999,71129.0,9613083.63871,CF,C F INDUSTRIES HOLDINGS INC,11,1,12526910,278
82642,31196,2010-12-31,80.7,119047.0,9607092.9,EL,LAUDER ESTEE COS INC,11,1,51843910,279
76712,10996,2010-12-31,12.18,788100.0,9599058.0,AES,A E S CORP,11,1,00130H10,280
12570,20964,2010-12-31,52.11,183600.0,9567396.0,ITT,I T T CORP,11,1,45091110,281
52695,20841,2010-12-31,138.11,69062.0,9538152.82,GWW,GRAINGER W W INC,11,1,38480210,282
93150,43340,2010-12-31,47.1,200250.0,9431775.0,CIT,C I T GROUP INC NEW,11,1,12558180,283
81540,13650,2010-12-31,34.12,275327.0,9394157.24,ABC,AMERISOURCEBERGEN CORP,11,1,03073E10,284
43553,21849,2010-12-31,86.18,108464.0,9347427.520000001,VFC,V F CORP,11,1,91820410,285
90110,45068,2010-12-31,55.69,167078.0,9304573.82,HSP,HOSPIRA INC,11,1,44106010,286
82298,30963,2010-12-31,66.87,139027.0,9296735.49,DO,DIAMOND OFFSHORE DRILLING INC,11,1,25271C10,287
57817,3217,2010-12-31,42.38,219000.0,9281220.0,JWN,NORDSTROM INC,11,1,65566410,288
89393,43145,2010-12-31,175.7,52782.0,9273797.399999999,NFLX,NETFLIX INC,11,3,64110L10,289
87657,36952,2010-12-31,80.84,114179.0,9230230.360000001,EW,EDWARDS LIFESCIENCES CORP,11,1,28176E10,290
84769,31967,2010-12-31,52.78,174612.0,9216021.36,APH,AMPHENOL CORP NEW,11,1,03209510,291
69550,3104,2010-12-31,21.13,436110.0,9215004.299999999,MYL,MYLAN INC,11,3,62853010,292
48653,20950,2010-12-31,54.74,168319.0,9213782.06,HUM,HUMANA INC,11,1,44485910,293
10225,20067,2010-12-31,60.25,152581.0,9193005.25,FO,FORTUNE BRANDS INC,11,1,34963110,294
84373,31838,2010-12-31,53.97,170000.0,9174900.0,DGX,QUEST DIAGNOSTICS INC,11,1,74834L10,295
45241,20753,2010-12-31,31.98,285618.0,9134063.64,FRX,FOREST LABS INC,11,1,34583810,296
59248,33,2010-12-31,50.19,180460.0,9057287.4,TAP,MOLSON COORS BREWING CO,11,1,60871R20,297
36468,21609,2010-12-31,83.75,107935.0,9039556.25,SHW,SHERWIN WILLIAMS CO,11,1,82434810,298
89014,41688,2010-12-31,58.26,155084.0,9035193.84,COL,ROCKWELL COLLINS INC,11,1,77434110,299
91277,41998,2010-12-31,15.77,570731.0,9000427.87,LINTA,LIBERTY MEDIA CORP NEW,11,3,53071M10,300
92239,52684,2010-12-31,87.67,102392.0,8976706.64,CXO,CONCHO RESOURCES INC,11,1,20605P10,301
89105,41977,2010-12-31,86.75,103277.0,8959279.75,JOYG,JOY GLOBAL INC,11,3,48116510,302
86580,16382,2010-12-31,15.4,581000.0,8947400.0,NVDA,NVIDIA CORP,11,3,67066G10,303
12062,9848,2010-12-31,87.92,101700.0,8941464.0,LH,LABORATORY CORP AMERICA HLDGS,11,1,50540R40,304
39538,21168,2010-12-31,25.43,349100.0,8877613.0,MAT,MATTEL INC,11,3,57708110,305
11618,9440,2010-12-31,59.91,147431.0,8832591.209999999,FAST,FASTENAL CO,11,3,31190010,306
46578,20463,2010-12-31,63.28,139443.0,8823953.040000001,CLX,CLOROX CO,11,1,18905410,307
49015,21105,2010-12-31,27.81,316761.0,8809123.41,LNC,LINCOLN NATIONAL CORP,11,1,53418710,308
35044,1620,2010-12-31,7.0,1256084.0,8792588.0,RF,REGIONS FINANCIAL CORP NEW,11,1,7591EP10,309
87299,17300,2010-12-31,47.05,186603.0,8779671.15,AKAM,AKAMAI TECHNOLOGIES INC,11,3,00971T10,310
89644,43846,2010-12-31,27.24,322000.0,8771280.0,VMED,VIRGIN MEDIA INC,11,3,92769L10,311
77281,11310,2010-12-31,50.59,172953.0,8749692.270000001,WFMI,WHOLE FOODS MARKET INC,11,3,96683710,312
90993,48793,2010-12-31,119.15,73151.0,8715941.65,ICE,INTERCONTINENTALEXCHANGE INC,11,1,45865V10,313
87184,16753,2010-12-31,45.65,190581.0,8700022.65,RHT,RED HAT INC,11,1,75657710,314
85631,7623,2010-12-31,38.2,227395.0,8686489.0,ADSK,AUTODESK INC,11,3,05276910,315
10696,8598,2010-12-31,58.56,146900.0,8602464.0,FISV,FISERV INC,11,3,33773810,316
46877,20268,2010-12-31,91.77,92903.0,8525708.31,BCR,BARD C R INC,11,1,06738310,317
79103,12097,2010-12-31,60.42,141026.0,8520790.92,ORLY,O REILLY AUTOMOTIVE INC NEW,11,3,67103H10,318
70500,20469,2010-12-31,25.03,338787.0,8479838.610000001,CCE,COCA COLA ENTERPRISES INC NEW,11,1,19122T10,319
11976,9905,2010-12-31,47.14,178900.0,8433346.0,BMC,B M C SOFTWARE INC,11,3,05592110,320
76644,29028,2010-12-31,58.42,143615.0,8389988.3,X,UNITED STATES STEEL CORP NEW,11,1,91290910,321
76149,22765,2010-12-31,22.49,372800.0,8384271.999999999,SWY,SAFEWAY INC,11,1,78651420,322
68857,20373,2010-12-31,33.84,245694.0,8314284.960000001,CVC,CABLEVISION SYSTEMS CORP,11,1,12686C10,323
27043,21859,2010-12-31,69.28,119584.0,8284779.5200000005,VAR,VARIAN MEDICAL SYSTEMS INC,11,1,92220P10,324
89003,41673,2010-12-31,27.39,300961.0,8243321.79,FIS,FIDELITY NATIONAL INFO SVCS INC,11,1,31620M10,325
79545,29936,2010-12-31,72.36,113756.0,8231384.16,BWA,BORGWARNER INC,11,1,09972410,326
79859,12608,2010-12-31,18.85,435612.0,8211286.2,NYB,NEW YORK COMMUNITY BANCORP INC,11,1,64944510,327
70033,20881,2010-12-31,34.67,235536.0,8166033.12,HOG,HARLEY DAVIDSON INC,11,1,41282210,328
70536,4108,2010-12-31,66.56,121900.0,8113664.0,SIAL,SIGMA ALDRICH CORP,11,3,82655210,329
89757,44118,2010-12-31,73.75,110010.0,8113237.5,SHLD,SEARS HOLDINGS CORP,11,3,81235010,330
46674,20807,2010-12-31,51.34,157535.0,8087846.9,GPC,GENUINE PARTS CO,11,1,37246010,331
88446,37938,2010-12-31,63.34,126608.0,8019350.720000001,ILMN,ILLUMINA INC,11,3,45232710,332
